match_no,date_x,stage_x,venue_x,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder,match_id,date_y,venue_y,team1,team2,stage_y,toss_winner,toss_decision,first_ings_score,first_ings_wkts,second_ings_score,second_ings_wkts,match_result,match_winner,wb_runs,wb_wickets,balls_left,player_of_the_match,top_scorer,highscore,best_bowling,best_bowling_figure,runs,wickets
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,0.2,Rohit Sharma,Ravindra Jadeja,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,0,0
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,0.3,Rohit Sharma,Ravindra Jadeja,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,0,0
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,0.4,Rohit Sharma,Ravindra Jadeja,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,1,0
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,0.5,Ishan Kishan,Ravindra Jadeja,1,0,,,,,caught and bowled,Ishan Kishan,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,2,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,0.6,Suryakumar Yadav,Ravindra Jadeja,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,2,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,1.1,Rohit Sharma,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,2,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,1.2,Rohit Sharma,Maheesh Theekshana,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,3,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,1.3,Suryakumar Yadav,Maheesh Theekshana,4,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,7,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,1.4,Suryakumar Yadav,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,7,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,1.5,Suryakumar Yadav,Maheesh Theekshana,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,8,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,1.6,Rohit Sharma,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,8,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,2.1,Suryakumar Yadav,Shivam Dube,2,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,10,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,2.2,Suryakumar Yadav,Shivam Dube,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,11,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,2.3,Rohit Sharma,Shivam Dube,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,11,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,2.4,Rohit Sharma,Shivam Dube,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,11,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,2.5,Rohit Sharma,Shivam Dube,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,11,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,2.6,Rohit Sharma,Shivam Dube,3,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,14,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,3.1,Rohit Sharma,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,14,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,3.2,Rohit Sharma,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,14,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,3.3,Rohit Sharma,Matheesha Pathirana,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,15,1
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,3.4,Suryakumar Yadav,Matheesha Pathirana,0,0,,,,,lbw,Suryakumar Yadav,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,15,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,3.5,Tilak Varma,Matheesha Pathirana,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,16,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,3.6,Rohit Sharma,Matheesha Pathirana,2,1,,,,1,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,19,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,3.6,Rohit Sharma,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,19,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,4.1,Tilak Varma,Maheesh Theekshana,4,1,,,,1,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,24,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,4.1,Tilak Varma,Maheesh Theekshana,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,25,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,4.2,Rohit Sharma,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,25,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,4.3,Rohit Sharma,Maheesh Theekshana,4,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,29,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,4.4,Rohit Sharma,Maheesh Theekshana,6,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,35,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,4.5,Rohit Sharma,Maheesh Theekshana,4,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,39,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,4.6,Rohit Sharma,Maheesh Theekshana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,39,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,5.1,Tilak Varma,Matheesha Pathirana,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,40,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,5.2,Rohit Sharma,Matheesha Pathirana,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,41,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,5.3,Tilak Varma,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,41,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,5.4,Tilak Varma,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,41,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,5.5,Tilak Varma,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,41,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,5.6,Tilak Varma,Matheesha Pathirana,4,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,45,2
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,6.1,Rohit Sharma,Tushar Deshpande,0,0,,,,,stumped,Rohit Sharma,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,45,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,6.2,Hardik Pandya,Tushar Deshpande,4,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,49,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,6.3,Hardik Pandya,Tushar Deshpande,4,1,,,,1,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,54,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,6.3,Hardik Pandya,Tushar Deshpande,4,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,58,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,6.4,Hardik Pandya,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,58,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,6.5,Hardik Pandya,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,58,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,6.6,Hardik Pandya,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,58,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,7.1,Tilak Varma,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,58,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,7.2,Tilak Varma,Matheesha Pathirana,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,59,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,7.3,Hardik Pandya,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,59,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,7.4,Hardik Pandya,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,59,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,7.5,Hardik Pandya,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,59,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,7.6,Hardik Pandya,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,59,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,8.1,Tilak Varma,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,59,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,8.2,Tilak Varma,Tushar Deshpande,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,60,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,8.3,Hardik Pandya,Tushar Deshpande,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,61,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,8.4,Tilak Varma,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,61,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,8.5,Tilak Varma,Tushar Deshpande,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,62,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,8.6,Hardik Pandya,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,62,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,9.1,Tilak Varma,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,62,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,9.2,Tilak Varma,Matheesha Pathirana,0,1,,,,1,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,63,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,9.2,Tilak Varma,Matheesha Pathirana,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,64,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,9.3,Hardik Pandya,Matheesha Pathirana,4,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,68,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,9.4,Hardik Pandya,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,68,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,9.5,Hardik Pandya,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,68,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,9.6,Hardik Pandya,Matheesha Pathirana,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,68,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,10.1,Tilak Varma,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,68,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,10.2,Tilak Varma,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,68,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,10.3,Tilak Varma,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,68,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,10.4,Tilak Varma,Tushar Deshpande,2,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,70,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,10.5,Tilak Varma,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,70,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,10.6,Tilak Varma,Tushar Deshpande,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,70,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,11.1,Hardik Pandya,Ravindra Jadeja,0,2,2,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,72,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,11.1,Hardik Pandya,Ravindra Jadeja,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,72,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,11.2,Hardik Pandya,Ravindra Jadeja,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,72,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,11.3,Hardik Pandya,Ravindra Jadeja,1,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,73,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,11.4,Tilak Varma,Ravindra Jadeja,2,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,75,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,11.5,Tilak Varma,Ravindra Jadeja,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,75,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,11.6,Tilak Varma,Ravindra Jadeja,0,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,75,3
1002,2025-04-01,League,M. Chinnaswamy Stadium,MI,CSK,2,12.1,Hardik Pandya,Shivam Dube,4,0,,,,,,,,1002,2025-04-01,M. Chinnaswamy Stadium,MI,CSK,League,CSK,bat,131,6,118,5,CSK won by 13 runs,CSK,13,0,0,Tilak Varma,Tilak Varma,37,Jasprit Bumrah,2/17,79,3
